Enable Two Factor Auth,Activer l'authentification à deux facteurs,
Enable Two-Factor Authentication,Activer l'authentification à deux facteurs,
Enable User Profile,Activer le profil utilisateur,
Enable User Tracking,Activer le suivi utilisateur,
Enable Web View,Activer la vue web,
Enable developer mode to create a standard Print Template,Activer le mode développeur pour créer un modèle d'impression standard,
Enable in-app website tracking,Activer le suivi du site dans l'application,
Enable to apply SLA on every {0},Activer pour appliquer le SLA sur chaque {0},
Enabled,Activé,
Enabled By Default,Activé par défaut,
Enabled Modules,Modules activés,
Enabled Scheduler,Planificateur activé,
Enabled by default,Activé par défaut,
Enabled only for Employee Benefit components from Salary Structure Assignment,Activé uniquement pour les composants d'avantages employés de l'affectation de structure salariale,
Enables Calendar and Gantt views.,Active les vues Calendrier et Gantt.,
Enabling the check box will fetch timesheet on select of a Project in Sales Invoice,Cocher la case récupérera la feuille de temps lors de la sélection d'un projet dans la facture de vente,
Enabling this will change the way how cancelled transactions are handled.,Activer ceci modifiera la façon dont les transactions annulées sont gérées.,
Enabling this will submit documents in background,Activer ceci soumettra les documents en arrière-plan,
Encash Leaves,Encaisser les congés,
Encashment Account,Compte d'encaissement,
Encashment Amount,Montant d'encaissement,
Encashment Date,Date d'encaissement,
Encashment Days,Jours d'encaissement,
Encashment Status,Statut d'encaissement,
Encounter,Consultation,
Encounter Date,Date de la consultation,
Encounter Details,Détails de la consultation,
Encounter Impression,Impression de la consultation,
Encounter Status,Statut de la consultation,
Encounter Time,Heure de la consultation,
Encrypt Backups,Chiffrer les sauvegardes,
Encrypted,Chiffré,
Encryption,Chiffrement,
Encryption key is in invalid format!,La clé de chiffrement est dans un format invalide !,
End,Fin,
End Date,Date de fin,
End Date cannot be today.,La date de fin ne peut pas être aujourd'hui.,
End Of Month,Fin du mois,
End Time,Heure de fin,
End Transit,Fin du transit,
End of Life,Fin de vie,
End of Year,Fin de l'année,
End of the current month,Fin du mois en cours,
End of the current subscription period,Fin de la période d'abonnement actuelle,
End time must be after start time.,L'heure de fin doit être après l'heure de début.,
Ended,Terminé,
Ended At,Terminé le,
Ended On,Terminé le,
Endpoint,Point de terminaison,
Endpoint URL,URL du point de terminaison,
Endpoints,Points d'accès,
Ends At,Se termine à,
Ends on,Se termine le,
Energy Point,Point d'énergie,
Energy Point Logs,Journaux des points d'énergie,
Energy Point Rule,Règle de points d'énergie,
Energy Point Settings,Paramètres des points d'énergie,
Energy Points,Points d'énergie,
Enforce Sales Order Rate,Imposer le tarif de la commande,
Enforce Strict Inventory,Imposer un inventaire strict,
Enforce Time Logs,Imposer les feuilles de temps,
Engagement,Engagement,
Enqueue,Mettre en file d'attente,
Enqueued By,Mis en file d'attente par,
Enqueued creation of indexes,Création d'index mise en file d'attente,
Enquiry Date,Date de la demande,
Enquiry From,Demande de,
Enquiry Type,Type de demande,
Enter API Endpoint,Entrer le point de terminaison de l'API,
Enter API Token,Entrer le jeton API,
Enter Code displayed in OTP App.,Saisir le code affiché dans l'application OTP.,
Enter Company Details,Saisir les détails de la société,
Enter Date,Entrer une date,
Enter Email Account,Entrer le compte e-mail,
Enter Fiscal Year start and end dates,Entrer les dates de début et de fin de l'exercice fiscal,
Enter Format,Entrer le format,
Enter Interview Round,Saisir le tour d'entretien,
Enter Items,Entrer les articles,
Enter Loyalty Program,Entrer le programme de fidélité,
Enter Manually,Saisir manuellement,
Enter Password,Entrer le mot de passe,
Enter Salary Account,Entrer le compte salaire,
Enter Serial Nos,Saisir les n° de série,
Enter Username and Password,Entrer le nom d'utilisateur et le mot de passe,
Enter Verification Code,Entrer le code de vérification,
Enter Visit Details,Saisir les détails de la visite,
Enter a name for Routing.,Saisir un nom pour le routage.,
Enter a name for the Clinical Procedure Template,Entrez un nom pour le Modèle de Procédure Clinique,
Enter a name for this Holiday List.,Saisir un nom pour cette liste de jours fériés.,
Enter a name for this {0},Saisir un nom pour ce {0},
Enter a non-zero value to adjust.,Saisir une valeur non nulle à ajuster.,
Enter a valid email,Entrer un e-mail valide,
Enter date to scrap asset,Saisir la date pour mettre l'actif au rebut,
Enter each serial no in a new line,Saisir chaque numéro de série sur une nouvelle ligne,
Enter the Bank Guarantee Number before submitting.,Saisir le numéro de garantie bancaire avant de soumettre.,
Enter the name of the Beneficiary before submitting.,Saisir le nom du bénéficiaire avant de soumettre.,
Enter the opening stock units.,Saisir les unités de stock d'ouverture.,
Enter the quantity of the Item that will be manufactured from this Bill of Materials.,Saisir la quantité de l'article qui sera fabriqué à partir de cette nomenclature.,
Enter yearly benefit amounts,Saisir les montants annuels d'avantages,
Enter your email,Entrer votre e-mail,
Entered In Error,Saisi par erreur,
Entered Quantity,Quantité saisie,
Entered in Error,Saisi par erreur,
Enterprise,Entreprise,
Entire Period,Période entière,
Entity Type,Type d'entité,
Entries,Entrées,
Entries To Cancel,Écritures à annuler,
Entries To Repost,Écritures à retransmettre,
Entry,Entrée,
Entry Type,Type d'écriture,
Equals,Égal à,
Equipment,Équipement,
Equity,Capitaux propres,
Error,Erreur,
Error / Reject Reason,Raison de l'erreur / du rejet,
Error Log,Journal d'erreurs,
Error Message,Message d'erreur,
Error Type,Type d'erreur,
Error calculating Coverage for Insurance Coverage {}. Please verify Coverage for Item and then try saving Insurance Coverage again,Erreur lors du calcul de la Couverture pour la Couverture d'Assurance {}. Veuillez vérifier la Couverture pour l'Article puis essayez d'enregistrer à nouveau la Couverture d'Assurance,
Error connecting via SMTP: {e},Erreur de connexion via SMTP : {e},
Error downloading PDF,Erreur de téléchargement du PDF,
Error during caller information update,Erreur lors de la mise à jour des informations de l'appelant,
Error in Client Script,Erreur dans le script client,
Error in Client Script.,Erreur dans le script client.,
Error in Header/Footer Script,Erreur dans le script d'en-tête/pied de page,
Error in connection,Erreur de connexion,
Error in formula,Erreur dans la formule,
Error in party matching for Bank Transaction {0},Erreur dans la correspondance des tiers pour la transaction bancaire {0},
Error in print format on line {0}: {1},Erreur dans le format d'impression à la ligne {0} : {1},
Error in some rows,Erreur dans certaines lignes,
Error in {0}.get_list: {1},Erreur dans {0}.get_list : {1},
Error sending email,Erreur lors de l'envoi de l'e-mail,
"Error while evaluating the {0} {1} at row {2}. <br><br> <b>Error:</b> {3}
			<br><br> <b>Hint:</b> {4}",Erreur lors de l'évaluation de {0} {1} à la ligne {2}. <br><br> <b>Erreur :</b> {3}<br><br> <b>Conseil :</b> {4},
Error while posting depreciation entries,Erreur lors de la comptabilisation des écritures d'amortissement,
Error while reposting item valuation,Erreur lors de la retransmission de l'évaluation des articles,
Error {0}: {1},Erreur {0} : {1},
Error: Data missing in table {0},Erreur : données manquantes dans la table {0},
Error: {0},Erreur : {0},
Error: {0} Row #{1}: Value missing for: {2},Erreur : {0} Ligne #{1} : valeur manquante pour : {2},
Errors,Erreurs,
Errors Notification,Notification d'erreurs,
Escalated To,Escaladé à,
Escalation,Escalade,
Escalation Account,Compte d'escalade,
Escalation Time,Heure d'escalade,
Establish Inventory,Établir l'inventaire,
Estimated Cost,Coût estimé,
Estimated Delivery Date,Date de livraison estimée,
Estimated Duration,Durée estimée,
Estimated Effort in Hrs,Effort estimé en heures,
Estimation Settings,Paramètres d'estimation,
European Settings,Paramètres européens,
Evaluate as Expression,Évaluer comme expression,
Evaluation,Évaluation,
Event,Événement,
Event Category,Catégorie d'événement,
Event Date Time,Date et heure de l'événement,
Event Frequency,Fréquence d'événement,
Event Notifications,Notifications d'événement,
Event Participants,Participants à l'événement,
Event Reminders,Rappels d'événement,
Event Source,Source de l'événement,
Event Updates,Mises à jour de l'événement,
Events,Événements,
Eventual Settlement,Règlement éventuel,
Every 2 Weeks,Toutes les 2 semaines,
Every 3 Weeks,Toutes les 3 semaines,
Every 4 Weeks,Toutes les 4 semaines,
Every Day,Chaque jour,
Every Hour,Chaque heure,
Every Minute,Chaque minute,
Every Month,Chaque mois,
Every Selected Day,Chaque jour sélectionné,
Every Week,Chaque semaine,
Every Year,Chaque année,
Exact Copies,Copies exactes,
Example URL,URL d'exemple,
Example: Serial No {0} reserved in {1}.,Exemple : numéro de série {0} réservé dans {1}.,
Excellent,Excellent,
Excellent!,Excellent !,
Exception,Exception,
Excerpt,Extrait,
Excess Amount,Montant excédentaire,
Excess Amount Acceptance Limit,Limite d'acceptation du montant excédentaire,
Excess Amount Paid,Montant excédentaire payé,
Excess Materials Consumed,Matériaux excédentaires consommés,
Excess Transfer,Transfert excédentaire,
Excess amount refund cannot be more than excess amount paid,Le remboursement du montant excédentaire ne peut pas être supérieur au montant excédentaire payé,
Exchange Gain / Loss,Gain / Perte de change,
Exchange Gain Or Loss,Gain ou perte de change,
Exchange Gain/Loss,Gain/perte de change,
Exchange Gain/Loss Account,Compte de gain/perte de change,
Exchange Gain/Loss amount has been booked through {0},Le montant du gain/perte de change a été comptabilisé via {0},
Exchange Rate,Taux de change,
Exchange Rate Revaluation Account,Compte de réévaluation des taux de change,
Exchange Rate Revaluation Settings,Paramètres de réévaluation des taux de change,
Excise Duty,Droits d'accise,
Exclude,Exclure,
Exclude Block List Recipients,Exclure les destinataires de la liste de blocage,
Exclude Existing Customers,Exclure les clients existants,
Exclude Selected Items,Exclure les articles sélectionnés,
Exclude Standard Filters,Exclure les filtres standard,
Exclude Zero Balance Parties,Exclure les tiers avec solde nul,
Exclude from Aging Calculation,Exclure du calcul du vieillissement,
Excluded DocTypes,DocTypes exclus,
Excluded Fee,Frais exclus,
Excluded From Auto Selection,Exclu de la sélection automatique,
Excluded Modules,Modules exclus,
Execute,Exécuter,
Execute Method,Méthode d'exécution,
Execute on Days,Exécuter aux jours,
Executed,Exécuté,
Executing Code,Exécution du code,
Executing...,Exécution en cours...,
Execution Failed,Échec de l'exécution,
Execution Limit,Limite d'exécution,
Execution Successful,Exécution réussie,
Execution Time,Temps d'exécution,
Execution Time (seconds),Temps d'exécution (secondes),
Executive,Cadre,
Exempt Supplies,Fournitures exonérées,
Exempted Role,Rôle exonéré,
Exercise,Exercice,
Exercise Difficulty Level,Niveau de difficulté de l'exercice,
Exercise Instructions,Instructions d'exercice,
Exercise Name,Nom de l'exercice,
Exercise Steps,Étapes de l'exercice,
Exercise Type,Type d'exercice,
Exercise Type Step,Étape du type d'exercice,
Exercise Video,Vidéo d'exercice,
Exercises,Exercices,
Existing Account,Compte existant,
Existing Customer,Client existant,
Existing Lead,Prospect existant,
Existing Record,Enregistrement existant,
Existing Role,Rôle existant,
Existing Shift Assignments,Affectations d'équipes existantes,
Existing User,Utilisateur existant,
Exit Date,Date de sortie,
Exit Details,Détails de sortie,
Exit Interview Held On,Entretien de départ tenu le,
Expand,Étendre,
Expand All,Tout étendre,
Expand Filters,Étendre les filtres,
Expected,Attendu,
Expected Amount,Montant attendu,
Expected Balance Qty,Qté de solde attendue,
Expected Closing Date,Date de clôture attendue,
Expected Date,Date attendue,
Expected Delivery Date,Date de livraison attendue,
Expected Discharge,Sortie prévue,
Expected End Date,Date de fin attendue,
Expected End Date should be less than or equal to parent task's Expected End Date {0}.,La date de fin prévue doit être inférieure ou égale à la date de fin prévue de la tâche parent {0}.,
Expected Length of Stay,Durée de séjour prévue,
Expected Outcome,Résultat attendu,
Expected Quantity,Quantité attendue,
Expected Result Date,Date de résultat attendue,
Expected Result Time,Heure de résultat attendue,
Expected Start Date,Date de début attendue,
Expected Stock Value,Valeur de stock attendue,
Expected Time,Heure attendue,
Expected Time in Hours,Temps attendu en heures,
Expected Value After Useful Life,Valeur attendue après la durée d'utilité,
Expected and Discharge dates cannot be less than Admission Schedule date,Les dates de sortie et prévues ne peuvent pas être antérieures à la date de planification de l'admission,
Expense,Dépense,
Expense (Dr),Charge (Débit),
Expense Account,Compte de dépense,
Expense Account Allocated,Compte de charges alloué,
Expense Account Required,Compte de charges requis,
Expense Approver,Approbateur des notes de frais,
Expense Claim,Note de frais,
Expense Claim Account,Compte de note de frais,
Expense Claim Advance,Avance sur note de frais,
Expense Claim Detail,Détail de note de frais,
Expense Claim Summary,Résumé de la note de frais,
Expense Claim Type,Type de note de frais,
Expense Claims,Notes de frais,
Expense Description,Description de la dépense,
Expense Details,Détails de la dépense,
Expense Head,Compte de charges,
Expense Included In Asset,Charges incluses dans l'immobilisation,
Expense Included In Valuation,Charges incluses dans la valorisation,
Expense Type,Type de dépense,
Expenses,Dépenses,
Expenses Booked,Charges comptabilisées,
Expenses Email,E-mail des notes de frais,
Expenses Included In Asset,Charges incluses dans l'immobilisation,
Expenses Included In Valuation,Charges incluses dans la valorisation,
Expenses Settings,Paramètres des dépenses,
Experience Years,Années d'expérience,
Experimental,Expérimental,
Experimental ,Expérimental,
Expert,Expert,
Expire,Expirer,
Expire Allocation,Expirer l'allocation,
Expire Carry Forwarded Leaves,Expirer les congés reportés,
Expire Leaves,Faire expirer les congés,
Expired,Expiré,
Expired Leaves,Congés expirés,
Expired Series,Séries expirées,
Expires,Expire,
Expires At,Expire à,
Expires On,Expire le,
Expires in a week or less,Expire dans une semaine ou moins,
Expiry,Expiration,
Expiry Date,Date d'expiration,
Expiry Date for the Insurance Policy cannot be a past date,La date d'expiration de la Police d'Assurance ne peut pas être une date passée,
Expiry Notification Sent,Notification d'expiration envoyée,
Explanation,Explication,
Explanation HTML,HTML d'explication,
Exploded Items,Articles éclatés,
Explore,Explorer,
Export,Exporter,
Export Customizations,Exporter les personnalisations,
Export Data,Exporter les données,
Export Document Type,Exporter le type de document,
Export Errored Rows,Exporter les lignes en erreur,
Export Field Width,Largeur du champ d'export,
Export Format,Format d'export,
Export Import Log,Journal d'export d'import,
Export Output,Sortie d'export,
Export Permissions,Exporter les permissions,
Export Report,Exporter le rapport,
Export Report Type,Exporter le type de rapport,
Export Report: {0},Exporter le rapport : {0},
Export Type,Type d'export,
Export all matching rows?,Exporter toutes les lignes correspondantes ?,
Export all {0} rows?,Exporter toutes les {0} lignes ?,
Export as zip,Exporter en zip,
Export in Background,Exporter en arrière-plan,
Export without main header,Exporter sans l'en-tête principal,
Exported permissions will be force-synced on every migrate overriding any other customization.,Les permissions exportées seront synchronisées de force à chaque migration en remplaçant toute autre personnalisation.,
Expression,Expression,
Expression (old style),Expression (ancien style),
Extended Bank Statement,Relevé bancaire étendu,
External,Externe,
External Account,Compte externe,
External Asset,Immobilisation externe,
External Document Number,Numéro de document externe,
External Link,Lien externe,
External Referral,Référence externe,
External Site,Site externe,
External Vouchers,Pièces externes,
Extra Charge Type,Type de frais supplémentaire,
Extra Consumed Qty,Qté consommée supplémentaire,
Extra Job Card Quantity,Quantité de carte de travail supplémentaire,
Extra Material Transfer,Transfert de matériaux supplémentaire,
Extra Parameters,Paramètres supplémentaires,
Extract Emails,Extraire les e-mails,
FAQ,FAQ,
FG / Semi FG Item,Article PF / Semi-PF,
FHIRVersion,FHIRVersion,
FIFO Queue,File FIFO,
"FIFO Stock Queue (qty, rate)","File de stock FIFO (qté, taux)",
FIFO/LIFO Queue,File FIFO/LIFO,
FLDG Account,Compte FLDG,
FLDG Corporate Guarantee Percentage,Pourcentage de garantie corporative FLDG,
FLDG Fixed Deposit Percentage,Pourcentage de dépôt à terme FLDG,
FLDG Trigger DPD,Déclencheur DPD FLDG,
FLDG Trigger Date,Date de déclenchement FLDG,
FLDG Triggered,FLDG déclenché,
Factor,Facteur,
Fail,Échec,
Fail Count,Nombre d'échecs,
Failed,Échoué,
Failed Cron Schedule,Planification Cron échouée,
Failed Documents,Documents en échec,
Failed Email,E-mail en échec,
Failed Emails,E-mails échoués,
Failed Entries,Écritures échouées,
Failed Job Count,Nombre de tâches en échec,
Failed Jobs,Travaux échoués,
Failed Log,Journal d'échec,
Failed Logins (Last 30 days),Connexions échouées (30 derniers jours),
Failed Repayment,Remboursement échoué,
Failed Submission,Soumission échouée,
Failed To Connect,Échec de la connexion,
Failed To Read CSV File,Échec de la lecture du fichier CSV,
Failed to decrypt key {0},Échec du déchiffrement de la clé {0},
Failed to delete defaults for country {0}.,Échec de la suppression des valeurs par défaut pour le pays {0}.,
Failed to delete {0} documents: {1},Échec de la suppression de {0} documents : {1},
Failed to download PDF: {0},Échec du téléchargement du PDF : {0},
Failed to enable scheduler: {0},Échec de l'activation du planificateur : {0},
"Failed to fetch health Data, Please try again later","Échec de la récupération des données de santé, veuillez réessayer plus tard",
Failed to generate names from the series,Échec de la génération des noms depuis la série,
Failed to generate preview of series,Échec de la génération de l'aperçu de la série,
Failed to get site info,Échec de la récupération des infos du site,
Failed to mark samples as Collected,Échec du marquage des échantillons comme Collectés,
Failed to optimize image: {0},Échec de l'optimisation de l'image : {0},
Failed to parse MT940 format. Error: {0},Échec de l'analyse du format MT940. Erreur : {0},
Failed to post depreciation entries,Échec de la comptabilisation des écritures d'amortissement,
Failed to render message: {},Échec du rendu du message : {},
Failed to render subject: {},Échec du rendu du sujet : {},
Failed to request login to Frappe Cloud,Échec de la demande de connexion à Frappe Cloud,
Failed to send email,Échec de l'envoi de l'e-mail,
Failed to send email for campaign {0} to {1},Échec de l'envoi de l'e-mail pour la campagne {0} à {1},
Failed to send email with subject:,Échec de l'envoi de l'e-mail avec le sujet :,
Failed to send notification email,Échec de l'envoi de l'e-mail de notification,
Failed to setup defaults for country {0}.,Échec de la configuration des valeurs par défaut pour le pays {0}.,
Failed to setup defaults for country {0}. Please contact support.,Échec de la configuration des valeurs par défaut pour le pays {0}. Veuillez contacter le support.,
Failed to update global settings,Échec de la mise à jour des paramètres globaux,
Failed to {0} {1} for employees:,Échec de {0} {1} pour les employés :,
Failed while calling API {0},Échec lors de l'appel de l'API {0},
Failure,Échec,
Failure Description,Description de l'échec,
Failure Rate,Taux d'échec,
Failure Reason,Raison de l'échec,
Failure of Automatic Allocation of Earned Leaves,Échec de l'allocation automatique des congés acquis,
Failure: {0},Échec : {0},
Fallback Currency,Devise de repli,
False,Faux,
Family,Famille,
Family Background,Antécédents familiaux,
Family Detail,Détail de la famille,
Family Member,Membre de la famille,
Family Members,Membres de la famille,
Family Phone,Téléphone de la famille,
Father,Père,
Father Name,Nom du père,
Father's Name,Nom du père,
FavIcon,FavIcon,
Favicon,Favicon,
Favourite,Favori,
Fax,Fax,
Feature,Fonctionnalité,
Featured,En vedette,
Features,Fonctionnalités,
Federal,Fédéral,
Fee Validity,Validité des frais,
Fee Validity Reference,Référence de validité des frais,
Fee Validity {0} updated.,Validité des frais {0} mise à jour.,
Feed,Fil,
Feed Type,Type de fil,
Feedback,Retour,
Feedback Request,Demande de retour,
Feedback Summary,Résumé du retour,
Fees,Frais,
Fees Collected,Frais collectés,
Female,Femme,
Fetch,Récupérer,
Fetch After Submit,Récupérer après soumission,
Fetch Based On,Récupérer en fonction de,
Fetch Geolocation,Récupérer la géolocalisation,
Fetch Latest Exchange Rate,Récupérer le dernier taux de change,
Fetch Overdue Payments,Récupérer les paiements en retard,
Fetch Overtime Details,Récupérer les détails des heures supplémentaires,
Fetch Patient Coverages,Récupérer les Couvertures Patient,
Fetch Shift,Récupérer l'équipe,
Fetch Shifts,Récupérer les équipes,
Fetch Stock Levels,Récupérer les niveaux de stock,
Fetch Timesheet in Sales Invoice,Récupérer la feuille de temps dans la facture de vente,
Fetch Translation From Source,Récupérer la traduction depuis la source,
Fetch Valuation Rate for Internal Transaction,Récupérer le taux de valorisation pour la transaction interne,
Fetch Value From,Récupérer la valeur depuis,
Fetch from Lead,Récupérer depuis le prospect,
Fetch on Save if Empty,Récupérer à l'enregistrement si vide,
Fetched,Récupéré,
Fetched existing ABHA of aadhaar provided,Récupération de l'ABHA existant de l'aadhaar fourni,
"Fetched from Practitioner Schedule if ""Create Slots"" is disabled","Récupéré depuis le planning du Praticien si ""Créer des Créneaux"" est désactivé",
Fetching Available Slots...,Récupération des créneaux disponibles...,
Fetching Coverages,Récupération des Couvertures,
Fetching Error,Erreur de récupération,
Fetching Material Requests...,Récupération des demandes de matériel...,
Fetching Pending Medication Orders,Récupération des Ordonnances Médicamenteuses en attente,
Fetching Sales Orders...,Récupération des commandes client...,
Fetching Shift,Récupération de l'équipe,
Fetching Template Details,Récupération des détails du modèle,
Fetching Treatment Plans,Récupération des plans de traitement,
Fetching exchange rates ...,Récupération des taux de change...,
Fetching fields from {0}...,Récupération des champs depuis {0}...,
Fetching your geolocation,Récupération de votre géolocalisation,
Fetching...,Récupération...,
Field,Champ,
Field '{0}' is not a valid Company link field for DocType {1},Le champ '{0}' n'est pas un champ de lien Société valide pour le DocType {1},
Field Description,Description du champ,
Field Label,Libellé du champ,
Field Length,Longueur du champ,
Field Mapping,Mappage du champ,
Field Missing,Champ manquant,
Field Name,Nom du champ,
Field Options,Options du champ,
Field Order,Ordre des champs,
Field Orientation (Left-Right),Orientation du champ (gauche-droite),
Field Orientation (Top-Down),Orientation du champ (haut-bas),
Field Permission Level,Niveau de permission du champ,
Field Template,Modèle de champ,
Field Type,Type de champ,
Field Width,Largeur du champ,
Field not permitted in query,Champ non autorisé dans la requête,
Field {0} does not exist on {1},Le champ {0} n'existe pas sur {1},
Field {0} is referring to non-existing doctype {1}.,Le champ {0} fait référence au doctype inexistant {1}.,
Field {0} must be a virtual field to support virtual doctype.,Le champ {0} doit être un champ virtuel pour prendre en charge le doctype virtuel.,
Fieldname,Nom du champ,
Fieldname {0} appears multiple times,Le nom de champ {0} apparaît plusieurs fois,
Fields `file_name` or `file_url` must be set for File,Les champs `file_name` ou `file_url` doivent être définis pour le fichier,
Fields to Restrict,Champs à restreindre,
File,Fichier,
"File ""{0}"" was skipped because of invalid file type","Le fichier ""{0}"" a été ignoré en raison d'un type de fichier invalide",
"File ""{0}"" was skipped because size exceeds {1} MB","Le fichier ""{0}"" a été ignoré car sa taille dépasse {1} Mo",
File Attached,Fichier joint,
File Encoding,Encodage du fichier,
File Folder Name,Nom du dossier de fichiers,
File Format,Format du fichier,
File Locator,Localisateur de fichier,
File Manager,Gestionnaire de fichiers,
File Mode,Mode de fichier,
File Name,Nom du fichier,
File Path,Chemin du fichier,
File Preview,Aperçu du fichier,
File Size,Taille du fichier,
File Storage,Stockage de fichiers,
File Type,Type de fichier,
File URL,URL du fichier,
File Uploaded,Fichier téléversé,
File View,Vue du fichier,
File does not belong to this Transaction Deletion Record,Le fichier n'appartient pas à cet enregistrement de suppression de transaction,
File not found,Fichier introuvable,
File not found on server,Fichier introuvable sur le serveur,
File too big,Fichier trop volumineux,
File type of {0} is not allowed,Le type de fichier de {0} n'est pas autorisé,
File upload failed.,Échec de l'envoi du fichier.,
Filename,Nom du fichier,
Files,Fichiers,
Files Folder,Dossier des fichiers,
Filler Order,Commande de complément,
Filter,Filtrer,
Filter Area,Zone de filtre,
Filter Builder,Constructeur de filtres,
Filter By,Filtrer par,
Filter Conditions,Conditions du filtre,
Filter Documents,Filtrer les documents,
Filter Field,Champ de filtre,
Filter List,Liste de filtres,
Filter Meta,Métadonnées du filtre,
Filter Module,Filtrer le module,
Filter Name,Nom du filtre,
Filter Saved,Filtre enregistré,
Filter Settings,Paramètres du filtre,
Filter Title,Titre du filtre,
Filter applied,Filtre appliqué,
Filter by Reference Date,Filtrer par date de référence,
Filter by Shift,Filtrer par équipe,
Filter cleared,Filtre effacé,
Filter condition missing after operator: {0},Condition de filtre manquante après l'opérateur : {0},
Filter not applied,Filtre non appliqué,
Filter on Invoice,Filtrer sur la facture,
Filter on Payment,Filtrer sur le paiement,
Filter...,Filtrer...,
Filtered By,Filtré par,
Filtered By Approver,Filtré par l'approbateur,
Filtered Documents,Documents filtrés,
Filtered by: {0}.,Filtré par : {0}.,
Filters,Filtres,
Filters Editor,Éditeur de filtres,
Filters for Material Requests,Filtres pour les demandes de matériel,
Filters for Sales Orders,Filtres pour les commandes client,
Filters missing,Filtres manquants,
Filters {0},Filtres {0},
Filters:,Filtres :,
Final,Final,
Final BOM,Nomenclature finale,
Final Product,Produit final,
Final Score Formula,Formule de score final,
Finalize Filing,Finaliser le dépôt,
Finalize the rate,Finaliser le tarif,
Finance,Finance,
Financial Ratios,Ratios financiers,
Financial Report Row,Ligne de rapport financier,
Financial Report Template,Modèle de rapport financier,
Financial Report Template {0} is disabled,Le modèle de rapport financier {0} est désactivé,
Financial Report Template {0} not found,Le modèle de rapport financier {0} est introuvable,
Financial Statements,États financiers,
Financial Statements (Beta),États financiers (bêta),
Financial Year Begins On,L'année fiscale commence le,
Find '{0}' in ...,Rechercher '{0}' dans ...,
Find Items,Trouver des articles,
Find Replace Settings,Paramètres de recherche/remplacement,
Find Substitute Items,Trouver des articles de substitution,
Findings,Résultats,
Finish Time,Heure de fin,
Finished At,Terminé le,
Finished Date,Date de fin,
Finished Good,Produit fini,
Finished Good BOM,Nomenclature du produit fini,
Finished Good Item,Article de produit fini,
Finished Good Item Qty,Qté d'article de produit fini,
Finished Good Item Quantity,Quantité d'article de produit fini,
Finished Good Item is not specified for service item {0},L'article de produit fini n'est pas spécifié pour l'article de service {0},
Finished Good Item {0} Qty can not be zero,La qté de l'article de produit fini {0} ne peut pas être zéro,
Finished Good Item {0} must be a sub-contracted item,L'article de produit fini {0} doit être un article sous-traité,
Finished Good Qty,Qté de produit fini,
Finished Good Quantity,Quantité de produit fini,
Finished Good Serial / Batch,Série/lot de produit fini,
Finished Good UOM,UDM de produit fini,
Finished Good {0} does not have a default BOM.,Le produit fini {0} n'a pas de nomenclature par défaut.,
Finished Good {0} is disabled.,Le produit fini {0} est désactivé.,
Finished Good {0} must be a stock item.,Le produit fini {0} doit être un article en stock.,
Finished Good {0} must be a sub-contracted item.,Le produit fini {0} doit être un article sous-traité.,
Finished Goods,Produits finis,
Finished Goods Item,Article de produit fini,
Finished Goods Reference,Référence de produit fini,
Finished Goods Return,Retour de produit fini,
Finished Goods Value,Valeur des produits finis,
Finished Item,Article fini,
Finished Item {0} does not match with Work Order {1},L'article fini {0} ne correspond pas à l'ordre de travail {1},
Finished Items must have completion percentage,Les articles finis doivent avoir un pourcentage d'achèvement,
Finished Quantity,Quantité finie,
First,Premier,
First Approval Group,Premier groupe d'approbation,
First Approver,Premier approbateur,
First Day,Premier jour,
First Day of the Week,Premier jour de la semaine,
First Delivery Date,Première date de livraison,
First Email Sent,Premier e-mail envoyé,
First Name,Prénom,
First Response Due,Première réponse due,
First Response Time,Temps de première réponse,
First Saturday,Premier samedi,
First Sunday,Premier dimanche,
Fiscal Year,Exercice Fiscal,
Fiscal Year End Date,Date de fin d'exercice,
Fiscal Year For,Exercice fiscal pour,
Fiscal Year Information,Informations sur l'exercice fiscal,
Fiscal Year Required,Exercice fiscal requis,
Fiscal Year Start,Début de l'année fiscale,
Fiscal Year Start Date,Date de début d'exercice,
Fiscal Year {0} is not available for Company {1}.,L'exercice fiscal {0} n'est pas disponible pour la société {1}.,
Fit,Adapter,
Fix SABB Entry,Corriger l'écriture SABB,
Fixed,Fixe,
Fixed Amount,Montant fixe,
Fixed Asset,Immobilisation,
Fixed Asset Account,Compte d'immobilisation,
Fixed Asset Defaults,Valeurs par défaut des immobilisations,
Fixed Asset Item,Article d'immobilisation,
Fixed Asset Turnover Ratio,Ratio de rotation des immobilisations,
Fixed Asset item {0} cannot be used in BOMs.,L'article immobilisé {0} ne peut pas être utilisé dans les nomenclatures.,
Fixed Cost,Coût fixe,
Fixed Deposit Only,Dépôt à terme uniquement,
Fixed Hourly Rate,Taux horaire fixe,
Fixed Outgoing Email Account,Compte e-mail sortant fixe,
Fixed Time,Heure fixe,
Flag Group,Marquer le groupe,
Flag Important,Marquer comme important,
Flag is Public,Le marqueur est public,
Flat,Forfaitaire,
Flat Interest Rate,Taux d'intérêt fixe,
Flat Interest Rate loans cannot have 'Repay Fixed Amount per Period' repayment method,Les prêts à taux fixe ne peuvent pas avoir la méthode de remboursement 'Montant fixe par période',
Flexible,Flexible,
Flexible Benefit,Avantage flexible,
Flexible Benefits,Avantages flexibles,
Flexible Component,Composant flexible,
Floor,Étage,
